Job_Role,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Access_to_Mental_Health_Resources,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality,meetings_per_hour
Marketing,33,13,4,2,0,Unsatisfied,3,1.0,1,0.3939393939393939
HR,51,15,1,2,1,Unsatisfied,5,,2,0.29411764705882354
HR,60,11,1,1,0,Satisfied,5,,2,0.18333333333333332
Marketing,45,2,3,2,1,Unsatisfied,2,,2,0.044444444444444446
Designer,55,9,5,1,0,Satisfied,5,1.0,1,0.16363636363636364
HR,22,4,3,2,0,Unsatisfied,1,,1,0.18181818181818182
Software Engineer,48,3,3,1,0,Unsatisfied,3,,3,0.0625
HR,60,13,5,1,1,Neutral,2,2.0,1,0.21666666666666667
Data Scientist,23,3,2,3,0,Unsatisfied,3,1.0,3,0.13043478260869565
HR,44,10,5,2,0,Satisfied,2,1.0,3,0.22727272727272727
Sales,51,5,4,2,1,Satisfied,2,1.0,3,0.09803921568627451
Sales,24,3,3,1,0,Unsatisfied,1,1.0,2,0.125
Data Scientist,41,9,5,3,1,Unsatisfied,3,2.0,2,0.21951219512195122
Designer,20,10,2,3,1,Neutral,4,1.0,1,0.5
Sales,44,0,2,1,1,Satisfied,3,1.0,3,0.0
Sales,37,10,5,2,1,Unsatisfied,2,,3,0.2702702702702703
HR,48,6,5,1,0,Neutral,4,2.0,1,0.125
Data Scientist,42,15,1,2,1,Unsatisfied,4,,2,0.35714285714285715
HR,57,10,4,1,1,Unsatisfied,3,2.0,1,0.17543859649122806
HR,39,4,5,1,1,Satisfied,1,1.0,1,0.10256410256410256
Software Engineer,34,14,1,1,1,Unsatisfied,4,1.0,3,0.4117647058823529
HR,22,4,3,3,0,Unsatisfied,5,,2,0.18181818181818182
Sales,29,5,5,1,0,Unsatisfied,5,2.0,2,0.1724137931034483
Software Engineer,59,3,3,3,0,Neutral,2,2.0,2,0.05084745762711865
Project Manager,49,3,5,3,1,Unsatisfied,3,,1,0.061224489795918366
Project Manager,58,8,4,2,0,Satisfied,3,,1,0.13793103448275862
Designer,32,10,3,1,0,Unsatisfied,5,2.0,3,0.3125
Sales,49,14,5,3,1,Unsatisfied,4,,3,0.2857142857142857
Software Engineer,20,0,2,3,0,Neutral,1,1.0,3,0.0
HR,39,14,5,3,0,Neutral,2,1.0,3,0.358974358974359
Data Scientist,37,11,4,3,1,Satisfied,3,1.0,2,0.2972972972972973
Marketing,23,10,3,3,0,Unsatisfied,1,,3,0.43478260869565216
Software Engineer,40,13,1,2,1,Unsatisfied,1,,1,0.325
Data Scientist,31,14,1,1,0,Neutral,1,,1,0.45161290322580644
Software Engineer,52,13,5,3,0,Neutral,3,1.0,3,0.25
Project Manager,23,2,3,3,1,Unsatisfied,1,1.0,2,0.08695652173913043
Data Scientist,34,11,1,2,0,Satisfied,3,1.0,1,0.3235294117647059
Data Scientist,35,15,3,2,1,Unsatisfied,3,2.0,3,0.42857142857142855
Designer,22,0,3,3,1,Unsatisfied,4,1.0,3,0.0
Sales,29,14,1,1,0,Satisfied,2,,1,0.4827586206896552
Software Engineer,60,4,4,1,1,Unsatisfied,3,,2,0.06666666666666667
Sales,60,12,5,1,0,Satisfied,3,2.0,1,0.2
Data Scientist,49,0,4,1,0,Unsatisfied,1,1.0,2,0.0
Designer,41,10,2,2,1,Satisfied,5,1.0,2,0.24390243902439024
HR,30,0,2,2,0,Neutral,2,,1,0.0
Marketing,56,3,2,1,0,Satisfied,1,2.0,3,0.05357142857142857
Software Engineer,24,13,3,3,0,Unsatisfied,5,1.0,2,0.5416666666666666
Software Engineer,41,8,4,1,0,Unsatisfied,4,,2,0.1951219512195122
Software Engineer,55,1,5,2,0,Unsatisfied,2,,2,0.01818181818181818
Marketing,35,9,3,3,0,Neutral,2,,3,0.2571428571428571
HR,42,1,1,1,1,Satisfied,4,1.0,1,0.023809523809523808
Designer,24,9,2,2,0,Satisfied,1,2.0,3,0.375
Project Manager,30,8,1,3,1,Neutral,3,1.0,3,0.26666666666666666
Data Scientist,49,0,5,2,0,Satisfied,2,,1,0.0
Designer,58,4,2,1,0,Unsatisfied,5,1.0,1,0.06896551724137931
Project Manager,43,14,5,3,1,Unsatisfied,4,,3,0.32558139534883723
Designer,43,8,2,1,1,Unsatisfied,1,,1,0.18604651162790697
Designer,21,0,2,1,0,Satisfied,4,2.0,3,0.0
Sales,59,1,5,1,0,Neutral,3,,3,0.01694915254237288
Data Scientist,50,14,2,3,1,Unsatisfied,2,1.0,3,0.28
Designer,46,9,1,1,0,Unsatisfied,5,,1,0.1956521739130435
Software Engineer,34,2,4,2,0,Neutral,3,2.0,1,0.058823529411764705
Designer,36,14,2,2,1,Unsatisfied,3,,3,0.3888888888888889
Designer,39,10,1,3,0,Satisfied,1,2.0,3,0.2564102564102564
HR,59,15,4,1,0,Unsatisfied,3,,1,0.2542372881355932
Software Engineer,50,12,4,1,1,Unsatisfied,2,2.0,1,0.24
Software Engineer,40,6,4,2,0,Satisfied,5,2.0,1,0.15
HR,49,7,1,3,1,Unsatisfied,5,2.0,1,0.14285714285714285
Sales,44,8,5,1,0,Satisfied,3,,1,0.18181818181818182
Project Manager,27,7,3,1,1,Neutral,4,,3,0.25925925925925924
Marketing,28,13,2,2,0,Neutral,4,,2,0.4642857142857143
Designer,36,5,3,3,0,Neutral,4,1.0,1,0.1388888888888889
HR,35,8,4,2,1,Satisfied,4,2.0,1,0.22857142857142856
HR,36,7,4,3,1,Unsatisfied,2,,3,0.19444444444444445
Sales,34,8,2,2,0,Unsatisfied,2,1.0,3,0.23529411764705882
HR,52,3,3,2,1,Neutral,3,1.0,3,0.057692307692307696
Software Engineer,21,5,2,2,0,Unsatisfied,2,,3,0.23809523809523808
Data Scientist,55,8,1,2,0,Unsatisfied,4,1.0,3,0.14545454545454545
Sales,43,11,2,1,0,Satisfied,4,1.0,1,0.2558139534883721
Designer,52,15,1,2,0,Neutral,1,1.0,3,0.28846153846153844
HR,37,2,2,2,1,Satisfied,1,2.0,1,0.05405405405405406
Designer,43,2,3,3,0,Neutral,1,1.0,2,0.046511627906976744
Marketing,57,11,2,1,1,Unsatisfied,2,1.0,3,0.19298245614035087
Marketing,39,13,4,1,1,Unsatisfied,2,1.0,3,0.3333333333333333
Sales,21,13,3,2,0,Unsatisfied,5,2.0,3,0.6190476190476191
Project Manager,26,5,2,1,1,Satisfied,2,,3,0.19230769230769232
Sales,51,13,2,3,1,Satisfied,2,1.0,3,0.2549019607843137
Project Manager,55,9,2,1,0,Satisfied,2,2.0,2,0.16363636363636364
Designer,47,11,3,1,1,Unsatisfied,4,,2,0.23404255319148937
Project Manager,57,15,4,1,0,Satisfied,4,1.0,1,0.2631578947368421
Sales,37,1,4,3,1,Neutral,3,1.0,2,0.02702702702702703
Sales,36,10,1,2,0,Satisfied,3,2.0,3,0.2777777777777778
Project Manager,36,14,2,3,1,Satisfied,5,,1,0.3888888888888889
Software Engineer,28,5,3,2,1,Unsatisfied,5,,2,0.17857142857142858
Data Scientist,23,5,1,2,1,Satisfied,4,2.0,2,0.21739130434782608
Designer,25,12,3,3,0,Neutral,1,,2,0.48
Designer,28,10,5,2,0,Neutral,2,2.0,2,0.35714285714285715
HR,39,8,1,3,0,Unsatisfied,2,1.0,1,0.20512820512820512
Designer,44,2,3,1,0,Satisfied,4,1.0,3,0.045454545454545456
Designer,22,0,5,2,1,Satisfied,5,,2,0.0
Data Scientist,46,5,5,2,1,Satisfied,2,1.0,1,0.10869565217391304
Sales,30,13,5,1,1,Neutral,5,,2,0.43333333333333335
Designer,42,5,3,1,0,Satisfied,2,1.0,2,0.11904761904761904
Data Scientist,31,3,4,2,1,Unsatisfied,4,1.0,3,0.0967741935483871
Designer,44,3,2,1,1,Unsatisfied,1,1.0,1,0.06818181818181818
HR,53,1,3,2,1,Unsatisfied,2,1.0,1,0.018867924528301886
Data Scientist,47,9,4,1,0,Satisfied,2,,2,0.19148936170212766
Marketing,31,14,5,2,0,Unsatisfied,3,,2,0.45161290322580644
Project Manager,50,14,4,1,0,Satisfied,4,1.0,3,0.28
Project Manager,55,2,1,2,1,Neutral,5,1.0,3,0.03636363636363636
Sales,37,11,1,3,1,Unsatisfied,1,1.0,3,0.2972972972972973
HR,57,5,2,2,1,Satisfied,5,2.0,2,0.08771929824561403
Project Manager,27,14,4,1,0,Neutral,2,2.0,3,0.5185185185185185
Data Scientist,43,11,2,2,1,Neutral,5,2.0,1,0.2558139534883721
Software Engineer,28,5,5,1,0,Satisfied,3,2.0,1,0.17857142857142858
Marketing,46,11,4,3,0,Unsatisfied,2,2.0,1,0.2391304347826087
Project Manager,36,10,2,3,0,Satisfied,2,,3,0.2777777777777778
Sales,48,10,1,2,0,Neutral,4,,1,0.20833333333333334
Software Engineer,36,12,1,1,1,Satisfied,1,2.0,1,0.3333333333333333
Software Engineer,56,0,5,1,0,Unsatisfied,4,1.0,1,0.0
HR,51,0,2,1,0,Satisfied,5,2.0,3,0.0
Designer,29,7,2,3,0,Satisfied,4,2.0,2,0.2413793103448276
Marketing,56,14,1,3,1,Satisfied,3,,2,0.25
Sales,31,4,2,2,0,Unsatisfied,1,2.0,2,0.12903225806451613
Project Manager,38,8,3,3,1,Neutral,2,,1,0.21052631578947367
Designer,32,4,4,3,0,Unsatisfied,1,2.0,2,0.125
Designer,35,3,2,1,1,Unsatisfied,1,2.0,3,0.08571428571428572
Sales,56,10,4,2,0,Unsatisfied,4,2.0,1,0.17857142857142858
Sales,60,11,3,2,1,Neutral,2,1.0,3,0.18333333333333332
Software Engineer,44,15,5,1,1,Satisfied,3,1.0,2,0.3409090909090909
Marketing,30,4,4,2,1,Unsatisfied,2,1.0,1,0.13333333333333333
Marketing,38,1,2,3,1,Satisfied,2,1.0,1,0.02631578947368421
HR,35,5,5,1,1,Unsatisfied,2,1.0,3,0.14285714285714285
Software Engineer,60,9,3,3,1,Neutral,4,,1,0.15
Project Manager,59,6,5,1,0,Neutral,1,1.0,2,0.1016949152542373
Designer,24,3,3,2,1,Neutral,1,1.0,3,0.125
Designer,26,10,3,2,1,Satisfied,4,,1,0.38461538461538464
Sales,58,9,3,3,1,Unsatisfied,2,1.0,1,0.15517241379310345
Marketing,32,5,3,2,1,Neutral,2,,1,0.15625
Designer,21,0,4,2,0,Unsatisfied,4,,2,0.0
HR,39,10,1,1,1,Unsatisfied,1,2.0,3,0.2564102564102564
Sales,53,3,3,3,1,Satisfied,3,1.0,1,0.05660377358490566
Software Engineer,20,3,4,2,1,Unsatisfied,3,,1,0.15
Marketing,39,12,1,1,1,Satisfied,4,2.0,1,0.3076923076923077
Sales,46,3,1,3,0,Unsatisfied,2,1.0,3,0.06521739130434782
Data Scientist,28,13,4,1,1,Unsatisfied,1,,1,0.4642857142857143
Project Manager,44,10,1,3,0,Satisfied,3,1.0,2,0.22727272727272727
Project Manager,32,7,2,1,1,Neutral,2,,1,0.21875
Marketing,54,4,5,2,0,Unsatisfied,2,2.0,2,0.07407407407407407
Marketing,36,8,1,2,1,Unsatisfied,3,,2,0.2222222222222222
Data Scientist,52,9,1,3,0,Satisfied,1,2.0,3,0.17307692307692307
Data Scientist,26,6,4,3,0,Neutral,3,2.0,1,0.23076923076923078
Project Manager,36,0,3,2,1,Satisfied,4,,2,0.0
Designer,27,15,4,2,0,Unsatisfied,4,2.0,3,0.5555555555555556
Sales,56,11,1,3,1,Neutral,5,2.0,2,0.19642857142857142
HR,53,10,1,1,1,Neutral,1,1.0,2,0.18867924528301888
Software Engineer,35,8,2,3,0,Unsatisfied,4,,3,0.22857142857142856
Software Engineer,57,3,5,3,0,Unsatisfied,1,1.0,3,0.05263157894736842
Designer,36,10,1,3,0,Unsatisfied,2,1.0,1,0.2777777777777778
Sales,47,0,3,3,1,Neutral,4,,1,0.0
Designer,36,8,5,1,0,Satisfied,1,2.0,1,0.2222222222222222
Sales,55,14,2,3,1,Unsatisfied,2,,2,0.2545454545454545
Designer,27,9,1,1,1,Satisfied,1,1.0,1,0.3333333333333333
Sales,24,14,5,1,1,Unsatisfied,5,,1,0.5833333333333334
Sales,29,2,5,2,1,Satisfied,3,2.0,1,0.06896551724137931
Data Scientist,37,10,4,3,0,Satisfied,3,,1,0.2702702702702703
HR,53,7,1,3,0,Satisfied,1,,2,0.1320754716981132
Designer,60,14,3,2,1,Satisfied,1,2.0,1,0.23333333333333334
Sales,37,2,2,1,1,Satisfied,2,1.0,3,0.05405405405405406
Data Scientist,27,14,5,1,0,Satisfied,5,1.0,3,0.5185185185185185
Sales,55,0,1,3,0,Neutral,2,1.0,3,0.0
Project Manager,20,11,4,3,0,Neutral,3,,2,0.55
Project Manager,37,8,3,2,0,Unsatisfied,3,2.0,3,0.21621621621621623
Marketing,54,11,5,2,1,Neutral,3,2.0,3,0.2037037037037037
Project Manager,38,9,5,2,0,Unsatisfied,4,2.0,1,0.23684210526315788
Marketing,48,6,3,2,1,Unsatisfied,2,2.0,3,0.125
Marketing,43,9,5,1,0,Unsatisfied,3,1.0,2,0.20930232558139536
Project Manager,29,0,4,1,1,Satisfied,4,2.0,2,0.0
Sales,40,9,1,3,0,Neutral,5,1.0,1,0.225
Data Scientist,33,1,2,2,1,Unsatisfied,2,,1,0.030303030303030304
Data Scientist,53,15,2,1,1,Satisfied,5,,2,0.2830188679245283
Sales,54,15,2,3,0,Unsatisfied,3,,1,0.2777777777777778
Marketing,44,0,1,3,1,Neutral,2,2.0,3,0.0
Project Manager,41,4,1,3,1,Neutral,2,2.0,1,0.0975609756097561
Marketing,25,12,1,1,0,Neutral,4,,2,0.48
Project Manager,21,15,4,1,1,Unsatisfied,5,,3,0.7142857142857143
Designer,53,11,4,2,0,Unsatisfied,1,2.0,3,0.20754716981132076
Sales,41,0,1,3,1,Neutral,1,1.0,3,0.0
Sales,41,0,1,2,0,Unsatisfied,3,,2,0.0
HR,42,15,1,2,1,Satisfied,3,,3,0.35714285714285715
Project Manager,23,14,2,1,1,Unsatisfied,2,2.0,1,0.6086956521739131
Sales,41,8,5,2,0,Neutral,1,2.0,2,0.1951219512195122
Data Scientist,52,0,2,3,1,Neutral,3,2.0,2,0.0
Data Scientist,26,9,5,3,1,Neutral,3,1.0,1,0.34615384615384615
Sales,20,5,2,1,0,Unsatisfied,2,,1,0.25
Marketing,21,0,5,1,0,Unsatisfied,3,1.0,1,0.0
Designer,24,5,1,2,0,Satisfied,3,1.0,3,0.20833333333333334
Designer,58,4,3,3,1,Unsatisfied,2,2.0,2,0.06896551724137931
Project Manager,29,12,4,2,0,Satisfied,4,1.0,2,0.41379310344827586
Software Engineer,55,0,3,2,1,Unsatisfied,4,1.0,2,0.0
Data Scientist,32,7,3,2,1,Neutral,4,2.0,3,0.21875
Project Manager,29,3,4,1,0,Neutral,5,,3,0.10344827586206896
Sales,58,4,2,1,1,Neutral,3,,3,0.06896551724137931
Software Engineer,23,10,3,3,1,Satisfied,3,,1,0.43478260869565216
Project Manager,20,2,4,3,1,Unsatisfied,1,1.0,1,0.1
Marketing,50,11,1,3,1,Neutral,5,2.0,3,0.22
Designer,29,7,4,3,0,Satisfied,4,2.0,3,0.2413793103448276
Sales,60,1,1,3,0,Unsatisfied,2,1.0,2,0.016666666666666666
Software Engineer,41,3,3,2,0,Unsatisfied,2,2.0,1,0.07317073170731707
Marketing,28,13,1,1,0,Unsatisfied,2,1.0,1,0.4642857142857143
Sales,53,0,3,1,0,Neutral,2,2.0,1,0.0
Software Engineer,56,13,2,3,0,Neutral,1,,2,0.23214285714285715
Marketing,55,1,3,2,1,Unsatisfied,5,2.0,1,0.01818181818181818
Project Manager,33,5,4,3,0,Satisfied,3,2.0,1,0.15151515151515152
Designer,47,7,3,1,0,Neutral,1,,1,0.14893617021276595
Designer,33,1,2,1,0,Neutral,5,1.0,2,0.030303030303030304
Marketing,44,3,2,3,1,Satisfied,3,,2,0.06818181818181818
HR,56,13,1,2,0,Unsatisfied,4,2.0,3,0.23214285714285715
Designer,59,6,3,1,0,Unsatisfied,1,2.0,2,0.1016949152542373
Data Scientist,39,2,1,1,0,Satisfied,4,,3,0.05128205128205128
Project Manager,37,6,1,1,1,Unsatisfied,5,,3,0.16216216216216217
Software Engineer,60,3,5,1,0,Satisfied,2,,3,0.05
HR,51,6,5,3,1,Neutral,2,1.0,2,0.11764705882352941
Marketing,26,11,5,1,1,Neutral,1,2.0,3,0.4230769230769231
Marketing,46,2,3,2,1,Neutral,1,,1,0.043478260869565216
HR,33,10,4,3,0,Unsatisfied,1,2.0,2,0.30303030303030304
Project Manager,23,8,5,1,0,Neutral,2,1.0,2,0.34782608695652173
Project Manager,21,6,3,2,1,Unsatisfied,4,,1,0.2857142857142857
Software Engineer,39,1,3,1,0,Neutral,3,,2,0.02564102564102564
Data Scientist,26,11,3,1,1,Satisfied,3,2.0,3,0.4230769230769231
Marketing,58,3,5,2,0,Unsatisfied,3,,3,0.05172413793103448
Project Manager,48,11,4,3,1,Neutral,5,1.0,3,0.22916666666666666
Data Scientist,33,6,3,3,1,Neutral,3,2.0,3,0.18181818181818182
HR,25,12,4,2,0,Neutral,4,2.0,3,0.48
Sales,48,13,3,2,0,Unsatisfied,3,,1,0.2708333333333333
HR,53,3,1,3,0,Neutral,2,2.0,1,0.05660377358490566
Project Manager,60,3,5,3,0,Unsatisfied,2,1.0,1,0.05
Software Engineer,50,8,4,2,0,Unsatisfied,4,,3,0.16
Data Scientist,21,11,5,3,1,Neutral,3,,3,0.5238095238095238
HR,43,9,4,2,1,Satisfied,1,2.0,2,0.20930232558139536
Sales,31,8,3,2,1,Neutral,1,,3,0.25806451612903225
HR,58,5,4,3,1,Satisfied,3,,1,0.08620689655172414
Designer,21,8,5,3,0,Unsatisfied,4,2.0,3,0.38095238095238093
Software Engineer,60,7,1,3,1,Unsatisfied,5,1.0,2,0.11666666666666667
Designer,30,15,4,1,1,Satisfied,5,2.0,3,0.5
Project Manager,30,4,4,3,0,Satisfied,4,1.0,1,0.13333333333333333
HR,49,12,1,3,1,Neutral,5,,1,0.24489795918367346
Project Manager,33,12,4,1,0,Neutral,3,,2,0.36363636363636365
Data Scientist,56,5,3,3,0,Unsatisfied,3,,3,0.08928571428571429
Project Manager,46,14,3,2,1,Satisfied,4,1.0,3,0.30434782608695654
Designer,28,6,4,3,0,Satisfied,3,1.0,3,0.21428571428571427
Designer,25,7,3,1,0,Unsatisfied,3,,1,0.28
Project Manager,57,11,4,2,0,Neutral,3,1.0,1,0.19298245614035087
Project Manager,52,2,1,3,0,Neutral,1,2.0,1,0.038461538461538464
Software Engineer,34,15,5,2,1,Neutral,4,2.0,3,0.4411764705882353
HR,56,9,4,3,0,Satisfied,3,,3,0.16071428571428573
Project Manager,25,11,4,2,1,Unsatisfied,2,2.0,1,0.44
Designer,43,1,3,3,1,Unsatisfied,4,2.0,2,0.023255813953488372
Data Scientist,30,4,5,3,0,Satisfied,2,1.0,1,0.13333333333333333
Project Manager,40,4,5,3,1,Satisfied,1,,2,0.1
Software Engineer,20,10,5,1,0,Satisfied,4,,2,0.5
Software Engineer,50,15,5,3,1,Neutral,3,2.0,2,0.3
Software Engineer,57,2,3,3,1,Unsatisfied,1,1.0,3,0.03508771929824561
Designer,48,10,4,1,1,Neutral,5,2.0,1,0.20833333333333334
Software Engineer,28,10,2,2,0,Satisfied,3,,2,0.35714285714285715
Data Scientist,29,12,2,2,1,Neutral,1,1.0,3,0.41379310344827586
Sales,47,2,5,1,1,Neutral,2,2.0,1,0.0425531914893617
Marketing,45,5,5,3,0,Satisfied,2,1.0,2,0.1111111111111111
Software Engineer,26,9,2,3,0,Neutral,2,2.0,3,0.34615384615384615
Software Engineer,30,4,2,1,0,Satisfied,2,,3,0.13333333333333333
Marketing,51,7,2,3,0,Unsatisfied,3,2.0,2,0.13725490196078433
Data Scientist,43,8,3,2,1,Satisfied,2,2.0,2,0.18604651162790697
Marketing,28,4,1,3,1,Neutral,5,,3,0.14285714285714285
Project Manager,51,7,1,3,1,Unsatisfied,1,,3,0.13725490196078433
Designer,44,11,4,3,0,Unsatisfied,5,2.0,1,0.25
Project Manager,27,0,1,3,1,Satisfied,3,1.0,1,0.0
Sales,56,12,1,3,1,Satisfied,3,2.0,2,0.21428571428571427
Data Scientist,56,4,4,1,1,Satisfied,2,1.0,3,0.07142857142857142
Marketing,40,6,3,3,0,Satisfied,4,1.0,3,0.15
Software Engineer,22,6,5,1,0,Satisfied,2,,1,0.2727272727272727
Marketing,22,14,1,3,0,Neutral,4,2.0,3,0.6363636363636364
Sales,60,8,2,3,0,Satisfied,1,1.0,2,0.13333333333333333
Software Engineer,45,1,1,2,0,Satisfied,2,2.0,1,0.022222222222222223
Project Manager,45,5,1,3,1,Neutral,4,,2,0.1111111111111111
Designer,37,15,2,1,0,Neutral,4,2.0,3,0.40540540540540543
Software Engineer,56,9,3,1,1,Unsatisfied,3,,3,0.16071428571428573
Project Manager,26,15,1,1,0,Satisfied,2,1.0,2,0.5769230769230769
Data Scientist,53,4,2,1,1,Unsatisfied,4,2.0,3,0.07547169811320754
Project Manager,23,0,4,2,1,Unsatisfied,4,2.0,1,0.0
HR,47,10,1,2,0,Neutral,1,1.0,3,0.2127659574468085
Data Scientist,20,6,4,3,0,Unsatisfied,3,2.0,2,0.3
Marketing,38,9,4,2,1,Neutral,2,1.0,1,0.23684210526315788
Data Scientist,29,1,2,1,0,Neutral,1,,3,0.034482758620689655
Marketing,39,1,1,1,1,Neutral,3,2.0,3,0.02564102564102564
Marketing,49,7,4,2,0,Satisfied,3,1.0,1,0.14285714285714285
Sales,20,1,1,1,0,Unsatisfied,4,2.0,1,0.05
Software Engineer,60,14,4,2,0,Unsatisfied,5,,3,0.23333333333333334
HR,37,8,2,1,1,Unsatisfied,4,2.0,3,0.21621621621621623
Designer,47,6,5,3,0,Neutral,4,1.0,1,0.1276595744680851
Project Manager,38,10,3,1,0,Unsatisfied,2,1.0,1,0.2631578947368421
Software Engineer,54,0,3,3,1,Unsatisfied,2,1.0,1,0.0
Sales,37,9,5,3,1,Satisfied,2,2.0,2,0.24324324324324326
Data Scientist,37,4,1,1,0,Unsatisfied,3,1.0,1,0.10810810810810811
Sales,29,9,2,3,0,Neutral,4,1.0,3,0.3103448275862069
Sales,29,8,1,3,1,Satisfied,4,1.0,1,0.27586206896551724
Software Engineer,58,10,4,3,1,Unsatisfied,4,1.0,1,0.1724137931034483
Marketing,20,2,3,1,0,Unsatisfied,4,,2,0.1
Data Scientist,56,2,1,1,1,Unsatisfied,2,1.0,3,0.03571428571428571
Software Engineer,59,7,4,3,0,Satisfied,3,,3,0.11864406779661017
Project Manager,55,4,1,3,0,Unsatisfied,1,1.0,2,0.07272727272727272
HR,43,5,4,2,0,Satisfied,3,2.0,1,0.11627906976744186
Marketing,30,12,2,3,0,Satisfied,1,,2,0.4
Project Manager,32,10,3,2,1,Unsatisfied,4,,3,0.3125
Designer,39,8,5,2,0,Neutral,4,1.0,1,0.20512820512820512
Software Engineer,37,7,4,2,0,Satisfied,4,1.0,1,0.1891891891891892
Software Engineer,28,4,5,3,1,Satisfied,4,1.0,2,0.14285714285714285
Designer,29,2,1,1,0,Neutral,1,1.0,2,0.06896551724137931
HR,25,8,5,2,1,Satisfied,4,1.0,2,0.32
Marketing,34,12,2,2,1,Unsatisfied,1,1.0,3,0.35294117647058826
Software Engineer,54,12,1,2,0,Satisfied,4,,3,0.2222222222222222
HR,54,14,5,1,1,Neutral,5,,1,0.25925925925925924
Software Engineer,42,10,4,1,1,Unsatisfied,2,1.0,1,0.23809523809523808
Marketing,54,14,5,2,0,Unsatisfied,1,2.0,3,0.25925925925925924
Data Scientist,60,3,4,3,1,Neutral,3,,3,0.05
Designer,44,6,3,2,1,Satisfied,3,,1,0.13636363636363635
Project Manager,31,4,3,1,1,Neutral,3,1.0,2,0.12903225806451613
Designer,27,7,4,2,1,Satisfied,2,2.0,3,0.25925925925925924
Sales,21,3,1,2,1,Satisfied,5,2.0,1,0.14285714285714285
Data Scientist,39,6,5,1,1,Unsatisfied,3,,3,0.15384615384615385
Project Manager,25,13,2,2,0,Unsatisfied,3,1.0,3,0.52
HR,51,8,2,1,0,Neutral,4,1.0,2,0.1568627450980392
Designer,48,12,1,1,1,Unsatisfied,2,2.0,2,0.25
Sales,26,9,4,1,0,Unsatisfied,4,,3,0.34615384615384615
Data Scientist,49,6,4,2,0,Neutral,5,,3,0.12244897959183673
Sales,22,2,4,2,0,Satisfied,1,1.0,3,0.09090909090909091
HR,36,3,1,3,0,Satisfied,2,1.0,1,0.08333333333333333
Software Engineer,42,9,2,2,1,Satisfied,1,1.0,2,0.21428571428571427
Designer,38,2,3,1,1,Satisfied,2,1.0,1,0.05263157894736842
Marketing,54,3,4,2,1,Satisfied,4,1.0,1,0.05555555555555555
Sales,31,14,5,1,0,Unsatisfied,3,1.0,3,0.45161290322580644
Marketing,44,12,4,3,1,Satisfied,4,1.0,2,0.2727272727272727
Marketing,43,6,1,1,0,Neutral,4,1.0,2,0.13953488372093023
Designer,47,4,2,3,1,Neutral,4,,1,0.0851063829787234
Designer,28,2,1,3,1,Unsatisfied,1,1.0,2,0.07142857142857142
Software Engineer,33,13,5,1,1,Satisfied,3,1.0,2,0.3939393939393939
Software Engineer,58,0,2,2,0,Neutral,5,1.0,3,0.0
Designer,57,0,2,1,0,Unsatisfied,2,2.0,3,0.0
HR,45,14,1,2,0,Unsatisfied,1,2.0,1,0.3111111111111111
Marketing,32,12,1,2,0,Unsatisfied,4,1.0,2,0.375
Software Engineer,22,12,4,2,1,Neutral,4,,1,0.5454545454545454
Designer,50,9,1,1,0,Neutral,3,,1,0.18
HR,21,15,2,2,0,Satisfied,2,1.0,2,0.7142857142857143
Sales,60,8,3,3,0,Unsatisfied,4,1.0,2,0.13333333333333333
Data Scientist,34,5,3,3,0,Neutral,1,,1,0.14705882352941177
Marketing,27,5,4,1,0,Satisfied,3,1.0,3,0.18518518518518517
HR,25,10,4,3,1,Neutral,2,,1,0.4
Project Manager,22,13,4,3,1,Unsatisfied,3,2.0,1,0.5909090909090909
Data Scientist,42,14,3,2,1,Unsatisfied,2,1.0,3,0.3333333333333333
Data Scientist,24,9,1,2,1,Neutral,1,1.0,2,0.375
Project Manager,47,4,5,1,0,Satisfied,1,2.0,1,0.0851063829787234
Project Manager,20,6,5,2,0,Neutral,4,2.0,1,0.3
Sales,52,5,3,3,0,Neutral,1,2.0,3,0.09615384615384616
Sales,49,9,1,2,1,Neutral,4,2.0,3,0.1836734693877551
Sales,56,14,5,1,0,Satisfied,3,1.0,3,0.25
HR,30,5,2,1,1,Neutral,5,1.0,3,0.16666666666666666
Designer,51,3,4,2,0,Satisfied,5,2.0,2,0.058823529411764705
Software Engineer,59,12,4,1,0,Neutral,1,,3,0.2033898305084746
Project Manager,42,5,2,2,0,Neutral,4,,1,0.11904761904761904
Marketing,24,13,1,3,1,Neutral,3,2.0,2,0.5416666666666666
Designer,52,3,1,2,1,Unsatisfied,4,,3,0.057692307692307696
Data Scientist,27,1,5,3,0,Satisfied,4,,3,0.037037037037037035
Sales,46,8,2,2,0,Neutral,5,2.0,3,0.17391304347826086
Marketing,25,14,5,3,1,Satisfied,5,,1,0.56
Designer,38,15,1,1,1,Unsatisfied,4,1.0,2,0.39473684210526316
Designer,50,15,4,3,0,Neutral,5,,3,0.3
Project Manager,40,5,2,1,1,Satisfied,3,1.0,2,0.125
Software Engineer,45,14,1,1,0,Unsatisfied,5,,1,0.3111111111111111
Sales,48,7,4,1,0,Satisfied,4,2.0,2,0.14583333333333334
HR,43,2,3,1,1,Neutral,4,,2,0.046511627906976744
Software Engineer,57,1,2,1,1,Neutral,2,1.0,2,0.017543859649122806
