Employee_ID,Job_Role,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Access_to_Mental_Health_Resources,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality
EMP3955,Software Engineer,32,14,4,2,0,Unsatisfied,4,2.0,1
EMP3956,Project Manager,54,1,2,3,0,Satisfied,2,1.0,1
EMP3957,Sales,37,10,2,3,1,Neutral,5,2.0,3
EMP3958,Project Manager,29,10,3,1,0,Unsatisfied,2,,1
EMP3959,Software Engineer,23,13,3,2,1,Neutral,1,1.0,2
EMP3960,HR,28,12,1,2,0,Satisfied,2,,1
EMP3961,Marketing,30,5,3,1,1,Neutral,2,2.0,3
EMP3962,Data Scientist,29,8,2,2,0,Neutral,2,2.0,1
EMP3963,HR,54,4,4,1,0,Unsatisfied,1,2.0,2
EMP3964,HR,36,12,1,3,1,Neutral,3,2.0,3
EMP3965,Marketing,36,4,2,3,0,Unsatisfied,2,,1
EMP3966,Data Scientist,46,8,4,3,0,Satisfied,2,2.0,2
EMP3967,Designer,30,1,5,1,1,Satisfied,1,2.0,2
EMP3968,Marketing,46,0,3,3,1,Satisfied,4,2.0,1
EMP3969,Data Scientist,20,11,4,1,0,Unsatisfied,3,2.0,2
EMP3970,Marketing,45,12,3,3,0,Satisfied,3,1.0,1
EMP3971,Marketing,37,0,1,1,0,Satisfied,4,,1
EMP3972,Marketing,36,12,5,1,0,Unsatisfied,2,,3
EMP3973,Data Scientist,60,15,2,3,0,Satisfied,4,,3
EMP3974,Sales,27,13,1,1,1,Satisfied,5,1.0,2
EMP3975,Sales,47,1,3,2,1,Satisfied,2,,2
EMP3976,HR,46,15,2,1,0,Neutral,3,1.0,1
EMP3977,Project Manager,58,12,1,2,0,Unsatisfied,3,2.0,3
EMP3978,Data Scientist,33,8,3,1,1,Unsatisfied,3,2.0,3
EMP3979,HR,27,2,4,2,1,Satisfied,1,,1
EMP3980,Project Manager,56,10,1,2,1,Satisfied,1,1.0,2
EMP3981,Software Engineer,32,15,4,1,1,Unsatisfied,1,2.0,3
EMP3982,HR,31,13,2,3,1,Unsatisfied,2,1.0,3
EMP3983,Data Scientist,47,10,2,3,0,Satisfied,2,2.0,1
EMP3984,Designer,35,8,1,3,1,Satisfied,2,1.0,3
EMP3985,Sales,52,3,1,3,1,Unsatisfied,2,2.0,3
EMP3986,Project Manager,57,3,5,1,1,Satisfied,2,2.0,2
EMP3987,Designer,57,8,3,1,0,Neutral,2,2.0,2
EMP3988,HR,38,14,1,1,0,Unsatisfied,4,1.0,3
EMP3989,Sales,22,10,2,1,0,Satisfied,5,2.0,2
EMP3990,HR,50,15,3,3,0,Satisfied,2,,3
EMP3991,HR,28,2,4,2,1,Neutral,3,1.0,2
EMP3992,Software Engineer,22,8,4,1,0,Unsatisfied,1,,1
EMP3993,Sales,24,2,1,3,1,Neutral,3,,2
EMP3994,Designer,32,13,3,1,0,Satisfied,3,2.0,3
EMP3995,Sales,41,8,1,3,1,Unsatisfied,3,,1
EMP3996,Designer,21,8,4,3,0,Neutral,5,,1
EMP3997,Project Manager,53,9,3,3,0,Satisfied,1,1.0,2
EMP3998,Project Manager,60,0,4,3,1,Satisfied,5,2.0,3
EMP3999,Sales,56,11,1,2,1,Unsatisfied,4,1.0,3
EMP4000,HR,34,4,5,1,0,Unsatisfied,1,2.0,2
EMP4001,Project Manager,26,11,1,1,0,Neutral,2,2.0,3
EMP4002,Designer,29,0,4,2,0,Neutral,1,2.0,1
EMP4003,Software Engineer,36,15,1,3,1,Unsatisfied,5,1.0,1
EMP4004,Data Scientist,25,11,1,2,1,Unsatisfied,1,,3
EMP4005,Sales,31,1,2,3,0,Satisfied,1,2.0,2
EMP4006,Sales,38,2,2,1,0,Satisfied,3,1.0,2
EMP4007,Sales,41,13,4,1,1,Neutral,4,2.0,3
EMP4008,Project Manager,34,13,4,3,0,Satisfied,5,2.0,2
EMP4009,Project Manager,29,5,4,2,1,Neutral,3,1.0,3
EMP4010,HR,45,1,1,1,1,Unsatisfied,4,1.0,2
EMP4011,Project Manager,60,10,2,3,1,Neutral,5,2.0,3
EMP4012,Project Manager,48,11,3,2,1,Unsatisfied,4,,2
EMP4013,HR,23,4,1,3,0,Satisfied,5,1.0,2
EMP4014,HR,60,15,2,1,1,Neutral,1,2.0,1
EMP4015,Designer,37,5,1,1,1,Satisfied,5,1.0,1
EMP4016,HR,34,4,5,2,1,Unsatisfied,2,2.0,3
EMP4017,Marketing,54,9,1,3,0,Neutral,3,,3
EMP4018,Marketing,29,15,4,3,0,Neutral,5,2.0,1
EMP4019,Designer,36,1,5,1,0,Satisfied,3,2.0,3
EMP4020,HR,54,9,4,1,0,Satisfied,1,,2
EMP4021,Designer,55,14,5,1,1,Unsatisfied,2,,1
EMP4022,HR,56,4,3,1,0,Neutral,4,,2
EMP4023,Software Engineer,48,2,1,3,1,Satisfied,4,1.0,2
EMP4024,Designer,52,4,2,3,1,Satisfied,5,1.0,1
EMP4025,Software Engineer,49,9,3,2,1,Satisfied,2,,1
EMP4026,Data Scientist,26,14,4,1,1,Neutral,2,,2
EMP4027,Sales,21,15,4,3,1,Unsatisfied,4,1.0,3
EMP4028,Project Manager,20,10,5,2,1,Satisfied,3,2.0,3
EMP4029,Marketing,27,3,3,2,0,Unsatisfied,4,2.0,2
EMP4030,Designer,54,1,4,1,1,Neutral,2,1.0,1
EMP4031,Project Manager,23,9,5,2,0,Unsatisfied,3,2.0,1
EMP4032,Project Manager,53,9,3,3,0,Neutral,2,2.0,2
EMP4033,Project Manager,57,1,1,1,1,Neutral,1,1.0,1
EMP4034,Project Manager,41,2,5,2,1,Satisfied,3,1.0,3
EMP4035,Project Manager,20,12,1,1,0,Neutral,5,2.0,1
EMP4036,Software Engineer,35,3,2,2,0,Unsatisfied,2,1.0,2
EMP4037,Marketing,57,8,2,3,1,Satisfied,1,,3
EMP4038,Sales,50,10,4,2,1,Unsatisfied,2,2.0,3
EMP4039,HR,24,13,4,2,1,Unsatisfied,1,1.0,3
EMP4040,Designer,25,14,5,2,0,Neutral,5,,1
EMP4041,Marketing,35,0,5,1,0,Neutral,3,2.0,3
EMP4042,HR,37,1,2,1,1,Satisfied,3,2.0,2
EMP4043,Software Engineer,51,1,3,2,1,Neutral,5,1.0,2
EMP4044,Project Manager,47,10,2,3,1,Unsatisfied,2,2.0,3
EMP4045,Software Engineer,28,10,3,3,1,Neutral,5,,1
EMP4046,Project Manager,33,3,3,3,0,Unsatisfied,3,1.0,1
EMP4047,HR,31,9,3,3,1,Neutral,3,,1
EMP4048,Marketing,32,2,4,3,1,Neutral,4,1.0,1
EMP4049,Sales,38,10,3,2,1,Unsatisfied,3,,3
EMP4050,Marketing,49,4,1,3,0,Neutral,2,,2
EMP4051,Designer,59,6,4,3,0,Satisfied,2,,1
EMP4052,Marketing,46,10,3,3,0,Neutral,1,2.0,2
EMP4053,Project Manager,31,8,4,3,0,Neutral,4,2.0,3
EMP4054,Marketing,22,8,4,2,0,Unsatisfied,1,1.0,1
EMP4055,Project Manager,41,1,1,3,0,Unsatisfied,3,2.0,3
EMP4056,Software Engineer,47,9,4,3,1,Neutral,3,2.0,3
EMP4057,Software Engineer,44,2,1,1,1,Satisfied,3,,3
EMP4058,HR,50,2,5,2,0,Neutral,3,1.0,1
EMP4059,Designer,55,7,1,1,1,Unsatisfied,2,2.0,1
EMP4060,Marketing,54,2,5,2,0,Satisfied,1,1.0,2
EMP4061,HR,27,13,5,2,1,Unsatisfied,5,2.0,3
EMP4062,Software Engineer,45,12,2,1,0,Unsatisfied,2,,3
EMP4063,HR,48,8,2,1,1,Satisfied,2,2.0,1
EMP4064,Marketing,58,9,5,1,1,Satisfied,4,,3
EMP4065,Marketing,20,3,4,1,1,Satisfied,1,2.0,3
EMP4066,HR,49,15,1,1,0,Satisfied,5,1.0,3
EMP4067,Software Engineer,36,12,5,3,1,Satisfied,3,,2
EMP4068,HR,33,5,5,3,0,Satisfied,2,,2
EMP4069,Marketing,40,2,1,1,1,Satisfied,1,2.0,1
EMP4070,Project Manager,20,12,3,2,1,Neutral,2,1.0,2
EMP4071,Data Scientist,28,12,4,3,1,Unsatisfied,5,1.0,2
EMP4072,Sales,28,11,5,1,0,Satisfied,2,1.0,3
EMP4073,Marketing,31,1,1,3,0,Satisfied,2,1.0,2
EMP4074,Data Scientist,45,11,3,1,1,Satisfied,2,,2
EMP4075,Data Scientist,34,11,5,3,1,Unsatisfied,2,1.0,1
EMP4076,Software Engineer,31,15,3,2,1,Unsatisfied,1,1.0,2
EMP4077,Data Scientist,55,10,1,2,1,Satisfied,1,,3
EMP4078,Data Scientist,35,12,4,2,0,Unsatisfied,4,1.0,2
EMP4079,Marketing,24,11,5,3,0,Neutral,2,,1
EMP4080,Designer,60,3,3,3,0,Unsatisfied,5,1.0,2
EMP4081,Designer,20,4,3,2,1,Unsatisfied,2,2.0,3
EMP4082,Sales,28,9,4,3,1,Satisfied,3,2.0,2
EMP4083,Marketing,26,8,2,2,1,Neutral,4,2.0,1
EMP4084,Project Manager,27,15,1,2,0,Satisfied,5,2.0,2
EMP4085,Marketing,32,1,1,1,0,Unsatisfied,5,2.0,2
EMP4086,Project Manager,20,10,1,2,0,Neutral,4,1.0,1
EMP4087,Software Engineer,43,2,3,3,0,Satisfied,1,1.0,2
EMP4088,Project Manager,49,7,4,1,0,Neutral,1,1.0,2
EMP4089,Marketing,48,9,3,3,1,Unsatisfied,3,1.0,2
EMP4090,Designer,28,6,2,1,1,Satisfied,5,1.0,1
EMP4091,HR,25,6,4,2,0,Neutral,1,1.0,3
EMP4092,HR,40,1,3,1,1,Neutral,5,2.0,2
EMP4093,Data Scientist,52,11,5,3,0,Unsatisfied,1,2.0,2
EMP4094,Marketing,22,10,3,1,0,Satisfied,4,2.0,1
EMP4095,Project Manager,28,10,1,2,0,Satisfied,3,,3
EMP4096,HR,49,0,1,1,1,Satisfied,3,,2
EMP4097,Data Scientist,49,12,2,2,0,Unsatisfied,4,,3
EMP4098,Marketing,57,12,5,3,0,Unsatisfied,2,,1
EMP4099,Data Scientist,21,5,4,1,1,Neutral,4,,2
EMP4100,Project Manager,52,6,3,3,0,Satisfied,4,2.0,2
EMP4101,Data Scientist,40,9,1,3,0,Neutral,5,1.0,2
EMP4102,Designer,46,15,1,3,0,Satisfied,3,1.0,3
EMP4103,Software Engineer,48,8,2,3,1,Satisfied,4,,1
EMP4104,Marketing,47,12,2,2,1,Satisfied,5,,2
EMP4105,HR,48,0,4,2,0,Unsatisfied,2,,1
EMP4106,Data Scientist,51,0,2,1,0,Neutral,5,2.0,3
EMP4107,Marketing,21,4,3,2,1,Neutral,5,2.0,2
EMP4108,Sales,60,6,2,1,1,Neutral,4,2.0,1
EMP4109,Designer,27,11,3,1,1,Neutral,2,2.0,2
EMP4110,Sales,51,8,4,2,1,Unsatisfied,4,1.0,3
EMP4111,Data Scientist,29,9,1,3,1,Unsatisfied,5,,2
EMP4112,Data Scientist,39,7,4,2,1,Neutral,5,1.0,1
EMP4113,Sales,53,11,2,3,0,Satisfied,4,2.0,1
EMP4114,Marketing,27,12,4,1,0,Unsatisfied,3,2.0,3
EMP4115,Sales,46,2,5,3,0,Neutral,2,2.0,2
EMP4116,Software Engineer,42,5,1,1,0,Satisfied,1,,3
EMP4117,Marketing,51,6,1,1,1,Neutral,5,1.0,2
EMP4118,HR,22,3,2,2,0,Unsatisfied,1,,2
EMP4119,Marketing,40,13,3,3,0,Unsatisfied,5,,1
EMP4120,HR,35,6,1,3,1,Neutral,4,1.0,1
EMP4121,Project Manager,33,9,3,3,0,Unsatisfied,3,2.0,2
EMP4122,HR,45,15,4,3,1,Neutral,2,2.0,2
EMP4123,HR,37,3,1,2,0,Neutral,1,1.0,2
EMP4124,Sales,41,6,1,2,0,Satisfied,3,2.0,3
EMP4125,Designer,52,13,2,2,0,Unsatisfied,1,2.0,3
EMP4126,HR,54,4,5,1,0,Unsatisfied,3,1.0,1
EMP4127,Designer,52,15,5,1,1,Unsatisfied,2,2.0,2
EMP4128,Software Engineer,32,8,3,3,0,Unsatisfied,4,,2
EMP4129,Designer,44,13,1,3,0,Satisfied,3,1.0,2
EMP4130,HR,57,12,4,2,0,Neutral,2,1.0,3
EMP4131,Sales,43,10,2,3,1,Neutral,3,2.0,1
EMP4132,Designer,54,13,5,3,1,Satisfied,5,,2
EMP4133,Data Scientist,43,2,4,3,0,Neutral,2,1.0,2
EMP4134,Project Manager,32,6,3,3,1,Satisfied,2,,2
EMP4135,Sales,58,8,4,3,1,Neutral,3,,2
EMP4136,HR,45,1,1,2,0,Neutral,1,,1
EMP4137,Designer,49,14,2,1,1,Unsatisfied,2,,3
EMP4138,Project Manager,26,6,2,2,1,Satisfied,5,1.0,1
EMP4139,Designer,39,3,5,3,0,Satisfied,1,2.0,3
EMP4140,HR,28,4,2,1,1,Satisfied,1,1.0,1
EMP4141,Marketing,53,2,2,2,1,Unsatisfied,5,1.0,3
EMP4142,Software Engineer,22,5,3,1,1,Neutral,4,1.0,3
EMP4143,Project Manager,57,14,3,3,1,Unsatisfied,2,1.0,3
EMP4144,Sales,57,8,3,2,0,Satisfied,3,2.0,3
EMP4145,HR,59,0,2,1,1,Unsatisfied,5,2.0,3
EMP4146,Data Scientist,32,3,4,1,0,Unsatisfied,1,1.0,2
EMP4147,Data Scientist,54,3,1,3,1,Satisfied,2,2.0,2
EMP4148,Software Engineer,59,4,3,1,0,Unsatisfied,2,,1
EMP4149,Data Scientist,20,4,4,1,1,Unsatisfied,1,,2
EMP4150,HR,52,2,2,3,0,Unsatisfied,5,1.0,1
EMP4151,Data Scientist,33,10,3,3,0,Unsatisfied,1,,2
EMP4152,Sales,34,4,5,2,1,Satisfied,5,1.0,3
EMP4153,Sales,30,8,3,2,0,Satisfied,4,1.0,1
EMP4154,Project Manager,22,8,3,1,0,Unsatisfied,5,1.0,1
EMP4155,Marketing,25,14,5,1,0,Unsatisfied,4,2.0,2
EMP4156,Project Manager,60,9,3,1,0,Satisfied,3,,3
EMP4157,Marketing,33,13,4,2,0,Unsatisfied,3,1.0,1
EMP4158,HR,51,15,1,2,1,Unsatisfied,5,,2
EMP4159,HR,60,11,1,1,0,Satisfied,5,,2
EMP4160,Marketing,45,2,3,2,1,Unsatisfied,2,,2
EMP4161,Designer,55,9,5,1,0,Satisfied,5,1.0,1
EMP4162,HR,22,4,3,2,0,Unsatisfied,1,,1
EMP4163,Software Engineer,48,3,3,1,0,Unsatisfied,3,,3
EMP4164,HR,60,13,5,1,1,Neutral,2,2.0,1
EMP4165,Data Scientist,23,3,2,3,0,Unsatisfied,3,1.0,3
EMP4166,HR,44,10,5,2,0,Satisfied,2,1.0,3
EMP4167,Sales,51,5,4,2,1,Satisfied,2,1.0,3
EMP4168,Sales,24,3,3,1,0,Unsatisfied,1,1.0,2
EMP4169,Data Scientist,41,9,5,3,1,Unsatisfied,3,2.0,2
EMP4170,Designer,20,10,2,3,1,Neutral,4,1.0,1
EMP4171,Sales,44,0,2,1,1,Satisfied,3,1.0,3
EMP4172,Sales,37,10,5,2,1,Unsatisfied,2,,3
EMP4173,HR,48,6,5,1,0,Neutral,4,2.0,1
EMP4174,Data Scientist,42,15,1,2,1,Unsatisfied,4,,2
EMP4175,HR,57,10,4,1,1,Unsatisfied,3,2.0,1
EMP4176,HR,39,4,5,1,1,Satisfied,1,1.0,1
EMP4177,Software Engineer,34,14,1,1,1,Unsatisfied,4,1.0,3
EMP4178,HR,22,4,3,3,0,Unsatisfied,5,,2
EMP4179,Sales,29,5,5,1,0,Unsatisfied,5,2.0,2
EMP4180,Software Engineer,59,3,3,3,0,Neutral,2,2.0,2
EMP4181,Project Manager,49,3,5,3,1,Unsatisfied,3,,1
EMP4182,Project Manager,58,8,4,2,0,Satisfied,3,,1
EMP4183,Designer,32,10,3,1,0,Unsatisfied,5,2.0,3
EMP4184,Sales,49,14,5,3,1,Unsatisfied,4,,3
EMP4185,Software Engineer,20,0,2,3,0,Neutral,1,1.0,3
EMP4186,HR,39,14,5,3,0,Neutral,2,1.0,3
EMP4187,Data Scientist,37,11,4,3,1,Satisfied,3,1.0,2
EMP4188,Marketing,23,10,3,3,0,Unsatisfied,1,,3
EMP4189,Software Engineer,40,13,1,2,1,Unsatisfied,1,,1
EMP4190,Data Scientist,31,14,1,1,0,Neutral,1,,1
EMP4191,Software Engineer,52,13,5,3,0,Neutral,3,1.0,3
EMP4192,Project Manager,23,2,3,3,1,Unsatisfied,1,1.0,2
EMP4193,Data Scientist,34,11,1,2,0,Satisfied,3,1.0,1
EMP4194,Data Scientist,35,15,3,2,1,Unsatisfied,3,2.0,3
EMP4195,Designer,22,0,3,3,1,Unsatisfied,4,1.0,3
EMP4196,Sales,29,14,1,1,0,Satisfied,2,,1
EMP4197,Software Engineer,60,4,4,1,1,Unsatisfied,3,,2
EMP4198,Sales,60,12,5,1,0,Satisfied,3,2.0,1
EMP4199,Data Scientist,49,0,4,1,0,Unsatisfied,1,1.0,2
EMP4200,Designer,41,10,2,2,1,Satisfied,5,1.0,2
EMP4201,HR,30,0,2,2,0,Neutral,2,,1
EMP4202,Marketing,56,3,2,1,0,Satisfied,1,2.0,3
EMP4203,Software Engineer,24,13,3,3,0,Unsatisfied,5,1.0,2
EMP4204,Software Engineer,41,8,4,1,0,Unsatisfied,4,,2
EMP4205,Software Engineer,55,1,5,2,0,Unsatisfied,2,,2
EMP4206,Marketing,35,9,3,3,0,Neutral,2,,3
EMP4207,HR,42,1,1,1,1,Satisfied,4,1.0,1
EMP4208,Designer,24,9,2,2,0,Satisfied,1,2.0,3
EMP4209,Project Manager,30,8,1,3,1,Neutral,3,1.0,3
EMP4210,Data Scientist,49,0,5,2,0,Satisfied,2,,1
EMP4211,Designer,58,4,2,1,0,Unsatisfied,5,1.0,1
EMP4212,Project Manager,43,14,5,3,1,Unsatisfied,4,,3
EMP4213,Designer,43,8,2,1,1,Unsatisfied,1,,1
EMP4214,Designer,21,0,2,1,0,Satisfied,4,2.0,3
EMP4215,Sales,59,1,5,1,0,Neutral,3,,3
EMP4216,Data Scientist,50,14,2,3,1,Unsatisfied,2,1.0,3
EMP4217,Designer,46,9,1,1,0,Unsatisfied,5,,1
EMP4218,Software Engineer,34,2,4,2,0,Neutral,3,2.0,1
EMP4219,Designer,36,14,2,2,1,Unsatisfied,3,,3
EMP4220,Designer,39,10,1,3,0,Satisfied,1,2.0,3
EMP4221,HR,59,15,4,1,0,Unsatisfied,3,,1
EMP4222,Software Engineer,50,12,4,1,1,Unsatisfied,2,2.0,1
EMP4223,Software Engineer,40,6,4,2,0,Satisfied,5,2.0,1
EMP4224,HR,49,7,1,3,1,Unsatisfied,5,2.0,1
EMP4225,Sales,44,8,5,1,0,Satisfied,3,,1
EMP4226,Project Manager,27,7,3,1,1,Neutral,4,,3
EMP4227,Marketing,28,13,2,2,0,Neutral,4,,2
EMP4228,Designer,36,5,3,3,0,Neutral,4,1.0,1
EMP4229,HR,35,8,4,2,1,Satisfied,4,2.0,1
EMP4230,HR,36,7,4,3,1,Unsatisfied,2,,3
EMP4231,Sales,34,8,2,2,0,Unsatisfied,2,1.0,3
EMP4232,HR,52,3,3,2,1,Neutral,3,1.0,3
EMP4233,Software Engineer,21,5,2,2,0,Unsatisfied,2,,3
EMP4234,Data Scientist,55,8,1,2,0,Unsatisfied,4,1.0,3
EMP4235,Sales,43,11,2,1,0,Satisfied,4,1.0,1
EMP4236,Designer,52,15,1,2,0,Neutral,1,1.0,3
EMP4237,HR,37,2,2,2,1,Satisfied,1,2.0,1
EMP4238,Designer,43,2,3,3,0,Neutral,1,1.0,2
EMP4239,Marketing,57,11,2,1,1,Unsatisfied,2,1.0,3
EMP4240,Marketing,39,13,4,1,1,Unsatisfied,2,1.0,3
EMP4241,Sales,21,13,3,2,0,Unsatisfied,5,2.0,3
EMP4242,Project Manager,26,5,2,1,1,Satisfied,2,,3
EMP4243,Sales,51,13,2,3,1,Satisfied,2,1.0,3
EMP4244,Project Manager,55,9,2,1,0,Satisfied,2,2.0,2
EMP4245,Designer,47,11,3,1,1,Unsatisfied,4,,2
EMP4246,Project Manager,57,15,4,1,0,Satisfied,4,1.0,1
EMP4247,Sales,37,1,4,3,1,Neutral,3,1.0,2
EMP4248,Sales,36,10,1,2,0,Satisfied,3,2.0,3
EMP4249,Project Manager,36,14,2,3,1,Satisfied,5,,1
EMP4250,Software Engineer,28,5,3,2,1,Unsatisfied,5,,2
EMP4251,Data Scientist,23,5,1,2,1,Satisfied,4,2.0,2
EMP4252,Designer,25,12,3,3,0,Neutral,1,,2
EMP4253,Designer,28,10,5,2,0,Neutral,2,2.0,2
EMP4254,HR,39,8,1,3,0,Unsatisfied,2,1.0,1
EMP4255,Designer,44,2,3,1,0,Satisfied,4,1.0,3
EMP4256,Designer,22,0,5,2,1,Satisfied,5,,2
EMP4257,Data Scientist,46,5,5,2,1,Satisfied,2,1.0,1
EMP4258,Sales,30,13,5,1,1,Neutral,5,,2
EMP4259,Designer,42,5,3,1,0,Satisfied,2,1.0,2
EMP4260,Data Scientist,31,3,4,2,1,Unsatisfied,4,1.0,3
EMP4261,Designer,44,3,2,1,1,Unsatisfied,1,1.0,1
EMP4262,HR,53,1,3,2,1,Unsatisfied,2,1.0,1
EMP4263,Data Scientist,47,9,4,1,0,Satisfied,2,,2
EMP4264,Marketing,31,14,5,2,0,Unsatisfied,3,,2
EMP4265,Project Manager,50,14,4,1,0,Satisfied,4,1.0,3
EMP4266,Project Manager,55,2,1,2,1,Neutral,5,1.0,3
EMP4267,Sales,37,11,1,3,1,Unsatisfied,1,1.0,3
EMP4268,HR,57,5,2,2,1,Satisfied,5,2.0,2
EMP4269,Project Manager,27,14,4,1,0,Neutral,2,2.0,3
EMP4270,Data Scientist,43,11,2,2,1,Neutral,5,2.0,1
EMP4271,Software Engineer,28,5,5,1,0,Satisfied,3,2.0,1
EMP4272,Marketing,46,11,4,3,0,Unsatisfied,2,2.0,1
EMP4273,Project Manager,36,10,2,3,0,Satisfied,2,,3
EMP4274,Sales,48,10,1,2,0,Neutral,4,,1
EMP4275,Software Engineer,36,12,1,1,1,Satisfied,1,2.0,1
EMP4276,Software Engineer,56,0,5,1,0,Unsatisfied,4,1.0,1
EMP4277,HR,51,0,2,1,0,Satisfied,5,2.0,3
EMP4278,Designer,29,7,2,3,0,Satisfied,4,2.0,2
EMP4279,Marketing,56,14,1,3,1,Satisfied,3,,2
EMP4280,Sales,31,4,2,2,0,Unsatisfied,1,2.0,2
EMP4281,Project Manager,38,8,3,3,1,Neutral,2,,1
EMP4282,Designer,32,4,4,3,0,Unsatisfied,1,2.0,2
EMP4283,Designer,35,3,2,1,1,Unsatisfied,1,2.0,3
EMP4284,Sales,56,10,4,2,0,Unsatisfied,4,2.0,1
EMP4285,Sales,60,11,3,2,1,Neutral,2,1.0,3
EMP4286,Software Engineer,44,15,5,1,1,Satisfied,3,1.0,2
EMP4287,Marketing,30,4,4,2,1,Unsatisfied,2,1.0,1
EMP4288,Marketing,38,1,2,3,1,Satisfied,2,1.0,1
EMP4289,HR,35,5,5,1,1,Unsatisfied,2,1.0,3
EMP4290,Software Engineer,60,9,3,3,1,Neutral,4,,1
EMP4291,Project Manager,59,6,5,1,0,Neutral,1,1.0,2
EMP4292,Designer,24,3,3,2,1,Neutral,1,1.0,3
EMP4293,Designer,26,10,3,2,1,Satisfied,4,,1
EMP4294,Sales,58,9,3,3,1,Unsatisfied,2,1.0,1
EMP4295,Marketing,32,5,3,2,1,Neutral,2,,1
EMP4296,Designer,21,0,4,2,0,Unsatisfied,4,,2
EMP4297,HR,39,10,1,1,1,Unsatisfied,1,2.0,3
EMP4298,Sales,53,3,3,3,1,Satisfied,3,1.0,1
EMP4299,Software Engineer,20,3,4,2,1,Unsatisfied,3,,1
EMP4300,Marketing,39,12,1,1,1,Satisfied,4,2.0,1
EMP4301,Sales,46,3,1,3,0,Unsatisfied,2,1.0,3
EMP4302,Data Scientist,28,13,4,1,1,Unsatisfied,1,,1
EMP4303,Project Manager,44,10,1,3,0,Satisfied,3,1.0,2
EMP4304,Project Manager,32,7,2,1,1,Neutral,2,,1
EMP4305,Marketing,54,4,5,2,0,Unsatisfied,2,2.0,2
EMP4306,Marketing,36,8,1,2,1,Unsatisfied,3,,2
EMP4307,Data Scientist,52,9,1,3,0,Satisfied,1,2.0,3
EMP4308,Data Scientist,26,6,4,3,0,Neutral,3,2.0,1
EMP4309,Project Manager,36,0,3,2,1,Satisfied,4,,2
EMP4310,Designer,27,15,4,2,0,Unsatisfied,4,2.0,3
EMP4311,Sales,56,11,1,3,1,Neutral,5,2.0,2
EMP4312,HR,53,10,1,1,1,Neutral,1,1.0,2
EMP4313,Software Engineer,35,8,2,3,0,Unsatisfied,4,,3
EMP4314,Software Engineer,57,3,5,3,0,Unsatisfied,1,1.0,3
EMP4315,Designer,36,10,1,3,0,Unsatisfied,2,1.0,1
EMP4316,Sales,47,0,3,3,1,Neutral,4,,1
EMP4317,Designer,36,8,5,1,0,Satisfied,1,2.0,1
EMP4318,Sales,55,14,2,3,1,Unsatisfied,2,,2
EMP4319,Designer,27,9,1,1,1,Satisfied,1,1.0,1
EMP4320,Sales,24,14,5,1,1,Unsatisfied,5,,1
EMP4321,Sales,29,2,5,2,1,Satisfied,3,2.0,1
EMP4322,Data Scientist,37,10,4,3,0,Satisfied,3,,1
EMP4323,HR,53,7,1,3,0,Satisfied,1,,2
EMP4324,Designer,60,14,3,2,1,Satisfied,1,2.0,1
EMP4325,Sales,37,2,2,1,1,Satisfied,2,1.0,3
EMP4326,Data Scientist,27,14,5,1,0,Satisfied,5,1.0,3
EMP4327,Sales,55,0,1,3,0,Neutral,2,1.0,3
EMP4328,Project Manager,20,11,4,3,0,Neutral,3,,2
EMP4329,Project Manager,37,8,3,2,0,Unsatisfied,3,2.0,3
EMP4330,Marketing,54,11,5,2,1,Neutral,3,2.0,3
EMP4331,Project Manager,38,9,5,2,0,Unsatisfied,4,2.0,1
EMP4332,Marketing,48,6,3,2,1,Unsatisfied,2,2.0,3
EMP4333,Marketing,43,9,5,1,0,Unsatisfied,3,1.0,2
EMP4334,Project Manager,29,0,4,1,1,Satisfied,4,2.0,2
EMP4335,Sales,40,9,1,3,0,Neutral,5,1.0,1
EMP4336,Data Scientist,33,1,2,2,1,Unsatisfied,2,,1
EMP4337,Data Scientist,53,15,2,1,1,Satisfied,5,,2
EMP4338,Sales,54,15,2,3,0,Unsatisfied,3,,1
EMP4339,Marketing,44,0,1,3,1,Neutral,2,2.0,3
EMP4340,Project Manager,41,4,1,3,1,Neutral,2,2.0,1
EMP4341,Marketing,25,12,1,1,0,Neutral,4,,2
EMP4342,Project Manager,21,15,4,1,1,Unsatisfied,5,,3
EMP4343,Designer,53,11,4,2,0,Unsatisfied,1,2.0,3
EMP4344,Sales,41,0,1,3,1,Neutral,1,1.0,3
EMP4345,Sales,41,0,1,2,0,Unsatisfied,3,,2
EMP4346,HR,42,15,1,2,1,Satisfied,3,,3
EMP4347,Project Manager,23,14,2,1,1,Unsatisfied,2,2.0,1
EMP4348,Sales,41,8,5,2,0,Neutral,1,2.0,2
EMP4349,Data Scientist,52,0,2,3,1,Neutral,3,2.0,2
EMP4350,Data Scientist,26,9,5,3,1,Neutral,3,1.0,1
EMP4351,Sales,20,5,2,1,0,Unsatisfied,2,,1
EMP4352,Marketing,21,0,5,1,0,Unsatisfied,3,1.0,1
EMP4353,Designer,24,5,1,2,0,Satisfied,3,1.0,3
EMP4354,Designer,58,4,3,3,1,Unsatisfied,2,2.0,2
EMP4355,Project Manager,29,12,4,2,0,Satisfied,4,1.0,2
